2025-05-20 14:28:13 INFO::Writing function arguments to log file
2025-05-20 14:28:13 DEBUG::Function arguments
2025-05-20 14:28:13 DEBUG::Output folder: filtered_path_TSS_output
2025-05-20 14:28:13 DEBUG::Min Abundance: 0.001000
2025-05-20 14:28:13 DEBUG::Min Prevalence: 0.050000
2025-05-20 14:28:13 DEBUG::Normalization: TSS
2025-05-20 14:28:13 DEBUG::Transform: LOG
2025-05-20 14:28:13 DEBUG::Analysis method: LM
2025-05-20 14:28:13 DEBUG::Max significance: 0.250000
2025-05-20 14:28:13 DEBUG::Random effects: cross
2025-05-20 14:28:13 DEBUG::Fixed effects: leachate,timepoint
2025-05-20 14:28:13 DEBUG::Correction method: BH
2025-05-20 14:28:13 DEBUG::Standardize: TRUE
2025-05-20 14:28:13 DEBUG::Cores: 1
2025-05-20 14:28:13 INFO::Verifying options selected are valid
2025-05-20 14:28:13 INFO::Determining format of input files
2025-05-20 14:28:13 INFO::Input format is data samples as rows and metadata samples as rows
2025-05-20 14:28:13 DEBUG::A total of 63 samples were found in both the data and metadata
2025-05-20 14:28:13 DEBUG::Reordering data/metadata to use same sample ordering
2025-05-20 14:28:19 INFO::Fitting model to feature number 116, PEPTIDOGLYCANSYN.PWY
2025-05-20 14:28:19 INFO::Fitting model to feature number 117, PHOSLIPSYN.PWY
2025-05-20 14:28:19 INFO::Fitting model to feature number 118, POLYAMINSYN3.PWY
2025-05-20 14:28:19 INFO::Fitting model to feature number 119, POLYAMSYN.PWY
2025-05-20 14:28:19 INFO::Fitting model to feature number 120, POLYISOPRENSYN.PWY
2025-05-20 14:28:19 INFO::Fitting model to feature number 121, PPGPPMET.PWY
2025-05-20 14:28:19 INFO::Fitting model to feature number 122, PROTOCATECHUATE.ORTHO.CLEAVAGE.PWY
2025-05-20 14:28:19 INFO::Fitting model to feature number 123, PRPP.PWY
2025-05-20 14:28:19 INFO::Fitting model to feature number 124, PWY.1269
2025-05-20 14:28:19 INFO::Fitting model to feature number 125, PWY.1361
2025-05-20 14:28:19 INFO::Fitting model to feature number 126, PWY.1422
2025-05-20 14:28:19 INFO::Fitting model to feature number 127, PWY.1501
2025-05-20 14:28:19 INFO::Fitting model to feature number 128, PWY.1541
2025-05-20 14:28:19 INFO::Fitting model to feature number 129, PWY.1622
2025-05-20 14:28:19 INFO::Fitting model to feature number 130, PWY.181
2025-05-20 14:28:20 INFO::Fitting model to feature number 131, PWY.1861
2025-05-20 14:28:20 INFO::Fitting model to feature number 132, PWY.1882
2025-05-20 14:28:20 INFO::Fitting model to feature number 133, PWY.2221
2025-05-20 14:28:20 INFO::Fitting model to feature number 134, PWY.2941
2025-05-20 14:28:20 INFO::Fitting model to feature number 135, PWY.2942
2025-05-20 14:28:20 INFO::Fitting model to feature number 136, PWY.3001
2025-05-20 14:28:20 INFO::Fitting model to feature number 137, PWY.3661
2025-05-20 14:28:20 INFO::Fitting model to feature number 138, PWY.3781
2025-05-20 14:28:20 INFO::Fitting model to feature number 139, PWY.3801
2025-05-20 14:28:20 INFO::Fitting model to feature number 140, PWY.3941
2025-05-20 14:28:20 INFO::Fitting model to feature number 141, PWY.4361
2025-05-20 14:28:20 INFO::Fitting model to feature number 142, PWY.4722
2025-05-20 14:28:20 INFO::Fitting model to feature number 143, PWY.4984
2025-05-20 14:28:20 INFO::Fitting model to feature number 144, PWY.5005
2025-05-20 14:28:20 INFO::Fitting model to feature number 145, PWY.5022
2025-05-20 14:28:20 INFO::Fitting model to feature number 146, PWY.5028
2025-05-20 14:28:20 INFO::Fitting model to feature number 147, PWY.5088
2025-05-20 14:28:20 INFO::Fitting model to feature number 148, PWY.5097
2025-05-20 14:28:20 INFO::Fitting model to feature number 149, PWY.5100
2025-05-20 14:28:20 INFO::Fitting model to feature number 150, PWY.5101
2025-05-20 14:28:21 INFO::Fitting model to feature number 151, PWY.5103
2025-05-20 14:28:21 INFO::Fitting model to feature number 152, PWY.5104
2025-05-20 14:28:21 INFO::Fitting model to feature number 153, PWY.5121
2025-05-20 14:28:21 INFO::Fitting model to feature number 154, PWY.5154
2025-05-20 14:28:21 INFO::Fitting model to feature number 155, PWY.5177
2025-05-20 14:28:21 INFO::Fitting model to feature number 156, PWY.5178
2025-05-20 14:28:21 INFO::Fitting model to feature number 157, PWY.5180
2025-05-20 14:28:21 INFO::Fitting model to feature number 158, PWY.5181
2025-05-20 14:28:21 INFO::Fitting model to feature number 159, PWY.5182
2025-05-20 14:28:21 INFO::Fitting model to feature number 160, PWY.5183
2025-05-20 14:28:21 INFO::Fitting model to feature number 161, PWY.5188
2025-05-20 14:28:21 INFO::Fitting model to feature number 162, PWY.5189
2025-05-20 14:28:21 INFO::Fitting model to feature number 163, PWY.5198
2025-05-20 14:28:21 INFO::Fitting model to feature number 164, PWY.5265
2025-05-20 14:28:21 INFO::Fitting model to feature number 165, PWY.5266
2025-05-20 14:28:21 INFO::Fitting model to feature number 166, PWY.5273
2025-05-20 14:28:21 INFO::Fitting model to feature number 167, PWY.5304
2025-05-20 14:28:21 INFO::Fitting model to feature number 168, PWY.5345
2025-05-20 14:28:21 INFO::Fitting model to feature number 169, PWY.5347
2025-05-20 14:28:22 INFO::Fitting model to feature number 170, PWY.5384
2025-05-20 14:28:22 INFO::Fitting model to feature number 171, PWY.5392
2025-05-20 14:28:22 INFO::Fitting model to feature number 172, PWY.5415
2025-05-20 14:28:22 INFO::Fitting model to feature number 173, PWY.5417
2025-05-20 14:28:22 INFO::Fitting model to feature number 174, PWY.5419
2025-05-20 14:28:22 INFO::Fitting model to feature number 175, PWY.5420
2025-05-20 14:28:22 INFO::Fitting model to feature number 176, PWY.5427
2025-05-20 14:28:22 INFO::Fitting model to feature number 177, PWY.5430
2025-05-20 14:28:22 INFO::Fitting model to feature number 178, PWY.5431
2025-05-20 14:28:22 INFO::Fitting model to feature number 179, PWY.5484
2025-05-20 14:28:22 INFO::Fitting model to feature number 180, PWY.5499
2025-05-20 14:28:22 INFO::Fitting model to feature number 181, PWY.5505
2025-05-20 14:28:22 INFO::Fitting model to feature number 182, PWY.5507
2025-05-20 14:28:22 INFO::Fitting model to feature number 183, PWY.5509
2025-05-20 14:28:22 INFO::Fitting model to feature number 184, PWY.5529
2025-05-20 14:28:22 INFO::Fitting model to feature number 185, PWY.5531
2025-05-20 14:28:22 INFO::Fitting model to feature number 186, PWY.5532
2025-05-20 14:28:22 INFO::Fitting model to feature number 187, PWY.5647
2025-05-20 14:28:22 INFO::Fitting model to feature number 188, PWY.5651
2025-05-20 14:28:22 INFO::Fitting model to feature number 189, PWY.5654
2025-05-20 14:28:23 INFO::Fitting model to feature number 190, PWY.5655
2025-05-20 14:28:23 INFO::Fitting model to feature number 191, PWY.5659
2025-05-20 14:28:23 INFO::Fitting model to feature number 192, PWY.5667
2025-05-20 14:28:23 INFO::Fitting model to feature number 193, PWY.5676
2025-05-20 14:28:23 INFO::Fitting model to feature number 194, PWY.5677
2025-05-20 14:28:23 INFO::Fitting model to feature number 195, PWY.5686
2025-05-20 14:28:23 INFO::Fitting model to feature number 196, PWY.5695
2025-05-20 14:28:23 INFO::Fitting model to feature number 197, PWY.5705
2025-05-20 14:28:23 INFO::Fitting model to feature number 198, PWY.5741
2025-05-20 14:28:23 INFO::Fitting model to feature number 199, PWY.5747
2025-05-20 14:28:23 INFO::Fitting model to feature number 200, PWY.5837
2025-05-20 14:28:23 INFO::Fitting model to feature number 201, PWY.5838
2025-05-20 14:28:23 INFO::Fitting model to feature number 202, PWY.5840
2025-05-20 14:28:23 INFO::Fitting model to feature number 203, PWY.5845
2025-05-20 14:28:23 INFO::Fitting model to feature number 204, PWY.5850
2025-05-20 14:28:23 INFO::Fitting model to feature number 205, PWY.5855
2025-05-20 14:28:23 INFO::Fitting model to feature number 206, PWY.5856
2025-05-20 14:28:23 INFO::Fitting model to feature number 207, PWY.5857
2025-05-20 14:28:23 INFO::Fitting model to feature number 208, PWY.5860
2025-05-20 14:28:23 INFO::Fitting model to feature number 209, PWY.5861
2025-05-20 14:28:24 INFO::Fitting model to feature number 210, PWY.5862
2025-05-20 14:28:24 INFO::Fitting model to feature number 211, PWY.5863
2025-05-20 14:28:24 INFO::Fitting model to feature number 212, PWY.5896
2025-05-20 14:28:24 INFO::Fitting model to feature number 213, PWY.5897
2025-05-20 14:28:24 INFO::Fitting model to feature number 214, PWY.5898
2025-05-20 14:28:24 INFO::Fitting model to feature number 215, PWY.5899
2025-05-20 14:28:24 INFO::Fitting model to feature number 216, PWY.5910
2025-05-20 14:28:24 INFO::Fitting model to feature number 217, PWY.5913
2025-05-20 14:28:24 INFO::Fitting model to feature number 218, PWY.5918
2025-05-20 14:28:24 INFO::Fitting model to feature number 219, PWY.5920
2025-05-20 14:28:24 INFO::Fitting model to feature number 220, PWY.5941
2025-05-20 14:28:24 INFO::Fitting model to feature number 221, PWY.5971
2025-05-20 14:28:24 INFO::Fitting model to feature number 222, PWY.5973
2025-05-20 14:28:24 INFO::Fitting model to feature number 223, PWY.5989
2025-05-20 14:28:24 INFO::Fitting model to feature number 224, PWY.6071
2025-05-20 14:28:24 INFO::Fitting model to feature number 225, PWY.6107
2025-05-20 14:28:24 INFO::Fitting model to feature number 226, PWY.6121
2025-05-20 14:28:24 INFO::Fitting model to feature number 227, PWY.6122
2025-05-20 14:28:24 INFO::Fitting model to feature number 228, PWY.6123
2025-05-20 14:28:25 INFO::Fitting model to feature number 229, PWY.6125
2025-05-20 14:28:25 INFO::Fitting model to feature number 230, PWY.6126
2025-05-20 14:28:25 INFO::Fitting model to feature number 231, PWY.6147
2025-05-20 14:28:25 INFO::Fitting model to feature number 232, PWY.6148
2025-05-20 14:28:25 INFO::Fitting model to feature number 233, PWY.6151
2025-05-20 14:28:25 INFO::Fitting model to feature number 234, PWY.6163
2025-05-20 14:28:25 INFO::Fitting model to feature number 235, PWY.6165
2025-05-20 14:28:25 INFO::Fitting model to feature number 236, PWY.6167
2025-05-20 14:28:25 INFO::Fitting model to feature number 237, PWY.6174
2025-05-20 14:28:25 INFO::Fitting model to feature number 238, PWY.6182
2025-05-20 14:28:25 INFO::Fitting model to feature number 239, PWY.6185
2025-05-20 14:28:25 INFO::Fitting model to feature number 240, PWY.621
2025-05-20 14:28:25 INFO::Fitting model to feature number 241, PWY.6210
2025-05-20 14:28:25 INFO::Fitting model to feature number 242, PWY.6263
2025-05-20 14:28:25 INFO::Fitting model to feature number 243, PWY.6269
2025-05-20 14:28:25 INFO::Fitting model to feature number 244, PWY.6277
2025-05-20 14:28:25 INFO::Fitting model to feature number 245, PWY.6282
2025-05-20 14:28:25 INFO::Fitting model to feature number 246, PWY.6317
2025-05-20 14:28:25 INFO::Fitting model to feature number 247, PWY.6338
2025-05-20 14:28:25 INFO::Fitting model to feature number 248, PWY.6339
2025-05-20 14:28:25 INFO::Fitting model to feature number 249, PWY.6349
2025-05-20 14:28:26 INFO::Fitting model to feature number 250, PWY.6350
2025-05-20 14:28:26 INFO::Fitting model to feature number 251, PWY.6353
2025-05-20 14:28:26 INFO::Fitting model to feature number 252, PWY.6383
2025-05-20 14:28:26 INFO::Fitting model to feature number 253, PWY.6385
2025-05-20 14:28:26 INFO::Fitting model to feature number 254, PWY.6386
2025-05-20 14:28:26 INFO::Fitting model to feature number 255, PWY.6387
2025-05-20 14:28:26 INFO::Fitting model to feature number 256, PWY.6396
2025-05-20 14:28:26 INFO::Fitting model to feature number 257, PWY.6397
2025-05-20 14:28:26 INFO::Fitting model to feature number 258, PWY.6404
2025-05-20 14:28:26 INFO::Fitting model to feature number 259, PWY.6467
2025-05-20 14:28:26 INFO::Fitting model to feature number 260, PWY.6470
2025-05-20 14:28:26 INFO::Fitting model to feature number 261, PWY.6471
2025-05-20 14:28:26 INFO::Fitting model to feature number 262, PWY.6478
2025-05-20 14:28:26 INFO::Fitting model to feature number 263, PWY.6505
2025-05-20 14:28:26 INFO::Fitting model to feature number 264, PWY.6507
2025-05-20 14:28:26 INFO::Fitting model to feature number 265, PWY.6519
2025-05-20 14:28:26 INFO::Fitting model to feature number 266, PWY.6545
2025-05-20 14:28:26 INFO::Fitting model to feature number 267, PWY.6562
2025-05-20 14:28:26 INFO::Fitting model to feature number 268, PWY.6565
2025-05-20 14:28:26 INFO::Fitting model to feature number 269, PWY.6572
2025-05-20 14:28:27 INFO::Fitting model to feature number 270, PWY.6581
2025-05-20 14:28:27 INFO::Fitting model to feature number 271, PWY.6588
2025-05-20 14:28:27 INFO::Fitting model to feature number 272, PWY.6590
2025-05-20 14:28:27 INFO::Fitting model to feature number 273, PWY.6608
2025-05-20 14:28:27 INFO::Fitting model to feature number 274, PWY.6609
2025-05-20 14:28:27 INFO::Fitting model to feature number 275, PWY.6612
2025-05-20 14:28:27 INFO::Fitting model to feature number 276, PWY.6628
2025-05-20 14:28:27 INFO::Fitting model to feature number 277, PWY.6629
2025-05-20 14:28:27 INFO::Fitting model to feature number 278, PWY.6630
2025-05-20 14:28:27 INFO::Fitting model to feature number 279, PWY.6641
2025-05-20 14:28:27 INFO::Fitting model to feature number 280, PWY.6654
2025-05-20 14:28:27 INFO::Fitting model to feature number 281, PWY.6690
2025-05-20 14:28:27 INFO::Fitting model to feature number 282, PWY.6700
2025-05-20 14:28:27 INFO::Fitting model to feature number 283, PWY.6703
2025-05-20 14:28:27 INFO::Fitting model to feature number 284, PWY.6708
2025-05-20 14:28:27 INFO::Fitting model to feature number 285, PWY.6713
2025-05-20 14:28:27 INFO::Fitting model to feature number 286, PWY.6728
2025-05-20 14:28:27 INFO::Fitting model to feature number 287, PWY.6731
2025-05-20 14:28:27 INFO::Fitting model to feature number 288, PWY.6737
2025-05-20 14:28:28 INFO::Fitting model to feature number 289, PWY.6749
2025-05-20 14:28:28 INFO::Fitting model to feature number 290, PWY.6876
2025-05-20 14:28:28 INFO::Fitting model to feature number 291, PWY.6891
2025-05-20 14:28:28 INFO::Fitting model to feature number 292, PWY.6892
2025-05-20 14:28:28 INFO::Fitting model to feature number 293, PWY.6895
2025-05-20 14:28:28 INFO::Fitting model to feature number 294, PWY.6897
2025-05-20 14:28:28 INFO::Fitting model to feature number 295, PWY.6901
2025-05-20 14:28:28 INFO::Fitting model to feature number 296, PWY.6906
2025-05-20 14:28:28 INFO::Fitting model to feature number 297, PWY.6944
2025-05-20 14:28:28 INFO::Fitting model to feature number 298, PWY.6948
2025-05-20 14:28:28 INFO::Fitting model to feature number 299, PWY.6956
2025-05-20 14:28:28 INFO::Fitting model to feature number 300, PWY.6957
2025-05-20 14:28:28 INFO::Fitting model to feature number 301, PWY.6969
2025-05-20 14:28:28 INFO::Fitting model to feature number 302, PWY.6992
2025-05-20 14:28:28 INFO::Fitting model to feature number 303, PWY.7003
2025-05-20 14:28:28 INFO::Fitting model to feature number 304, PWY.7007
2025-05-20 14:28:28 INFO::Fitting model to feature number 305, PWY.7013
2025-05-20 14:28:28 INFO::Fitting model to feature number 306, PWY.7046
2025-05-20 14:28:29 INFO::Fitting model to feature number 307, PWY.7090
2025-05-20 14:28:29 INFO::Fitting model to feature number 308, PWY.7094
2025-05-20 14:28:29 INFO::Fitting model to feature number 309, PWY.7097
2025-05-20 14:28:29 INFO::Fitting model to feature number 310, PWY.7098
2025-05-20 14:28:29 INFO::Fitting model to feature number 311, PWY.7111
2025-05-20 14:28:29 INFO::Fitting model to feature number 312, PWY.7159
2025-05-20 14:28:29 INFO::Fitting model to feature number 313, PWY.7184
2025-05-20 14:28:29 INFO::Fitting model to feature number 314, PWY.7187
2025-05-20 14:28:29 INFO::Fitting model to feature number 315, PWY.7196
2025-05-20 14:28:29 INFO::Fitting model to feature number 316, PWY.7197
2025-05-20 14:28:29 INFO::Fitting model to feature number 317, PWY.7198
2025-05-20 14:28:29 INFO::Fitting model to feature number 318, PWY.7199
2025-05-20 14:28:29 INFO::Fitting model to feature number 319, PWY.7200
2025-05-20 14:28:29 INFO::Fitting model to feature number 320, PWY.7208
2025-05-20 14:28:29 INFO::Fitting model to feature number 321, PWY.7210
