feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Colwelliaceae.g__Thalassotalea.s__uncultured_Colwelliaceae	stage	.L	1.94418012586333	0.225887954452463	63	61	9.48225042959116e-12	1.10231161243997e-09
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.__.__.__.__	stage	.L	3.83412871206542	0.44102126750856	63	51	1.17564531898679e-11	1.30160731744966e-09
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__Escherichia.Shigella.__	stage	.L	-2.61202960629351	0.306799508595282	63	54	1.26678762038814e-11	1.33876418972838e-09
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Cellvibrionales.f__Spongiibacteraceae.g__Spongiibacter.__	stage	.L	2.48709418566112	0.286478054441572	63	50	2.57592089622004e-11	2.60392003639635e-09
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__Aquibacter.s__uncultured_bacterium	stage	.L	3.03710936522322	0.364734980572772	63	39	3.06562889436536e-11	2.96982799141644e-09
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__SAR11_clade.f__Clade_III.g__Clade_III.__	stage	.L	-1.65405540505978	0.20248040677084	63	63	3.60400929705233e-11	3.35172864625867e-09
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Nitrincolaceae.g__Neptuniibacter.s__Neptuniibacter_caesariensis	stage	.L	-1.5218112541227	0.179813637101576	63	48	3.81784199403873e-11	3.41403178313078e-09
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Saccharospirillaceae.g__Thalassolituus.s__uncultured_bacterium	stage	.L	1.68420544086761	0.205098278558587	63	63	4.53077146798064e-11	3.90149765298333e-09
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__SAR11_clade.f__Clade_I.g__Clade_Ia.__	stage	.L	-2.33806412898937	0.288503397980172	63	60	5.93918898702171e-11	4.93164799815195e-09
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Thalassobius.__	stage	.L	1.26366893508786	0.151871590260553	63	61	6.44669184868158e-11	5.16846846489127e-09
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Nitrincolaceae.g__Amphritea.s__uncultured_bacterium	stage	.L	1.34474661634294	0.166281823552833	63	63	1.02433358771605e-10	7.68250190787038e-09
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Enhydrobacter.__	stage	.L	-2.14533581726674	0.268053383374397	63	37	1.01895064723808e-10	7.68250190787038e-09
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Cognatishimia.s__uncultured_bacterium	stage	.L	1.46022018384708	0.181593579273704	63	61	1.32586202234283e-10	9.63321625608464e-09
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Cellvibrionales.f__Cellvibrionaceae.g__Aestuariicella.s__uncultured_bacterium	stage	.L	1.4077397279729	0.178547429651289	63	61	2.88542458443119e-10	2.0329127753947e-08
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Pseudoalteromonadaceae.g__Algicola.__	stage	.L	1.1846731200317	0.156655785443824	63	63	4.15053176463188e-10	2.83823128022621e-08
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__Tenacibaculum.s__Tenacibaculum_litopenaei	stage	.L	2.51562646084053	0.338964805530753	63	55	6.31075672002042e-10	4.19214553544214e-08
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Oxalobacteraceae.g__Herbaspirillum.__	stage	.L	-2.37453463467264	0.32952754416692	63	42	1.60886748208578e-09	1.03906024884707e-07
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Alteromonadaceae.g__Alteromonadaceae.s__uncultured_gamma	stage	.L	2.46529803566026	0.348303842463156	63	52	2.77978632237313e-09	1.74675762149122e-07
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales.f__Terasakiellaceae.__.__	stage	.L	2.51284055837336	0.359728100043534	63	43	7.21827717288129e-09	4.41644590182869e-07
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Nitrincolaceae.g__Corallomonas.s__Corallomonas_stylophorae	stage	.L	-2.32165555457187	0.338318841308003	63	47	8.57586283075614e-09	5.11253361064309e-07
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Pseudophaeobacter.__	stage	.L	2.06161554742219	0.302990734874401	63	47	1.12744929982583e-08	6.55329905523763e-07
d__Bacteria.p__Bdellovibrionota.c__Bdellovibrionia.o__Bacteriovoracales.f__Bacteriovoracaceae.g__Halobacteriovorax.s__Bacteriovorax_sp.	stage	.L	2.22388818415274	0.32468758606197	63	41	1.25038760945552e-08	7.09061266337584e-07
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Oceanospirillaceae.g__Oceanospirillum.__	stage	.L	-1.221798171924	0.184113545979483	63	63	1.55932511333382e-08	8.43123462442123e-07
d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium.__	stage	.L	-2.30719891901404	0.347241151973353	63	57	1.53195688288889e-08	8.43123462442123e-07
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Pseudoalteromonadaceae.__.__	stage	.L	1.87060222659752	0.278517699038688	63	63	1.72603379534039e-08	9.12051948674186e-07
d__Bacteria.p__Patescibacteria.c__Gracilibacteria.o__JGI_0000069.P22.f__JGI_0000069.P22.g__JGI_0000069.P22.s__uncultured_bacterium	stage	.L	2.563653694896	0.38577817012479	63	57	2.07338500950928e-08	1.07124892157979e-06
d__Bacteria.p__Campilobacterota.c__Campylobacteria.o__Campylobacterales.f__Arcobacteraceae.g__Malaciobacter.s__uncultured_bacterium	stage	.L	-1.17099903478471	0.179641424120632	63	63	2.77927396481975e-08	1.40474173221868e-06
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Cognatishimia.s__uncultured_bacterium	leachate	.L	-1.33489122478194	0.20573267501586	63	61	3.5492007737139e-08	1.7557216593372e-06
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__SAR11_clade.f__Clade_II.g__Clade_II.__	stage	.L	-2.28547526085832	0.358532854355771	63	53	4.17366289652691e-08	2.02161796550522e-06
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Nitrincolaceae.g__Marinobacterium.s__Neptuniibacter_sp.	stage	.L	-1.03163547316546	0.160301310079675	63	63	5.55102727174557e-08	2.63390579730785e-06
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__Tenacibaculum.__	stage	.L	1.49836173114963	0.238658403707695	63	59	6.71203558397577e-08	3.12109654654873e-06
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Tropicibacter.s__Tropicibacter_phthalicicus	stage	.L	1.98602305520122	0.322577095354066	63	52	8.96851235335556e-08	4.08858651402974e-06
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Cognatishimia.__	stage	.L	1.68796716270385	0.277446372758612	63	52	1.21744712835307e-07	5.4433934104248e-06
d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Corynebacteriales.f__Mycobacteriaceae.g__Mycobacterium.__	stage	.L	-1.84004186462868	0.302868299017383	63	55	1.3388043625809e-07	5.87305687358602e-06
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Comamonadaceae.g__Aquabacterium.__	stage	.L	-2.10851894764276	0.351003811586368	63	41	1.40031344933708e-07	6.02912735131241e-06
d__Bacteria.p__Bdellovibrionota.c__Oligoflexia.o__Oligoflexales.f__uncultured.g__uncultured.s__uncultured_bacterium	stage	.L	-2.22525580294277	0.366243445247852	63	29	1.60685405033792e-07	6.79261030370121e-06
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Oleiphilaceae.g__Oleiphilus.s__Oleiphilus_sp.	stage	.L	1.57297272708192	0.259758358736526	63	54	2.13742571148117e-07	8.78587894727883e-06
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Cellvibrionales.f__Cellvibrionaceae.g__uncultured.s__gamma_proteobacterium	stage	.L	0.859888280431254	0.144789615017618	63	14	2.15395741933287e-07	8.78587894727883e-06
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Oxalobacteraceae.g__Massilia.__	stage	.L	-2.33524196566109	0.406470172259912	63	47	3.74600912551563e-07	1.5016329684179e-05
d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Cutibacterium.__	stage	.L	-1.78217478839524	0.311812551863753	63	62	4.67609239923033e-07	1.84269742851026e-05
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Vibrionales.f__Vibrionaceae.g__Photobacterium.__	stage	.L	-1.95596750441232	0.339598529976093	63	30	5.08056121277752e-07	1.96871746995129e-05
d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Carnobacteriaceae.g__Atopostipes.s__uncultured_bacterium	stage	.L	-1.77068687177171	0.313000726642827	63	14	5.20370210286677e-07	1.98337826051889e-05
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Pseudoalteromonadaceae.g__Pseudoalteromonas.s__Pseudoalteromonas_phenolica	stage	.L	1.43934513377336	0.25127892608696	63	63	5.36787038755712e-07	2.01295139533392e-05
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Nitrosococcales.f__Methylophagaceae.g__Marine_Methylotrophic_Group_3.s__uncultured_bacterium	leachate	.Q	-2.59910199304155	0.462226871007342	63	44	8.58734037562261e-07	3.16913751957501e-05
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Nitrosococcales.f__Methylophagaceae.g__Marine_Methylotrophic_Group_3.s__uncultured_bacterium	leachate	.L	2.50583131764539	0.452885307046196	63	44	1.17428203821316e-06	4.26594646694623e-05
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.__.__	stage	.L	1.47714208359007	0.274019987384716	63	60	1.55286214316041e-06	5.5544684351507e-05
d__Bacteria.p__Bdellovibrionota.c__Bdellovibrionia.o__Bacteriovoracales.f__Bacteriovoracaceae.g__Peredibacter.s__uncultured_Peredibacter	stage	.L	1.74552664158752	0.323343903734757	63	44	2.01457567188401e-06	7.09680066231868e-05
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Pseudoalteromonadaceae.g__Algicola.__	stage	.Q	-0.823187904130052	0.156191745338622	63	63	2.28854039811187e-06	7.94157675464195e-05
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales.f__Terasakiellaceae.g__uncultured.s__uncultured_bacterium	stage	.L	1.88795207731384	0.354903036319727	63	39	2.36800698059558e-06	8.09649445571282e-05
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Sphingomonas.__	stage	.L	-2.18301455689079	0.409641858390113	63	62	2.62915554563722e-06	8.85911107769065e-05
d__Eukaryota.__.__.__.__.__.__	stage	.L	-1.98104100906759	0.382086640019112	63	56	3.37157070293913e-06	0.000111984312633335
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Xanthomonadaceae.g__Stenotrophomonas.__	stage	.L	-2.77036771886012	0.527594335390395	63	61	3.46982490425666e-06	0.000113624547921081
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Caulobacterales.f__Hyphomonadaceae.g__Ponticaulis.s__Ponticaulis_koreensis	stage	.L	1.6844500518024	0.331046741479349	63	32	5.66702450585575e-06	0.000182997666334925
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Marinomonadaceae.g__Marinomonas.s__Marinomonas_communis	stage	.L	-0.39395142837294	0.0789118702837538	63	63	7.02143066292362e-06	0.000223627757415033
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter.s__Acinetobacter_radioresistens	stage	.L	-1.53765328516526	0.3114838005731	63	46	7.95137508777082e-06	0.000249823609176583
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Parvibaculales.f__PS1_clade.g__PS1_clade.__	stage	.L	-2.03253780623102	0.419943817283858	63	41	1.0952120418314e-05	0.000339515732967735
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Comamonadaceae.g__Pelomonas.__	stage	.L	-1.50536554589969	0.322565627553884	63	45	1.98397307015045e-05	0.000606939130013131
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Burkholderiaceae.g__Ralstonia.__	stage	.L	-2.08706356950936	0.442183155372633	63	54	2.08878528865046e-05	0.000630704648845756
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Pseudoalteromonadaceae.g__Psychrosphaera.__	stage	.Q	-0.593190705229503	0.126758678543118	63	63	2.29166201057509e-05	0.000683091560844497
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter.__	stage	.L	-2.24817815619997	0.48847485485783	63	52	2.37948938794782e-05	0.000700292762908694
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Erythrobacter.__	leachate	.L	-0.702472598232712	0.154111731502173	63	63	3.47503514773713e-05	0.0010099320898111
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.__.__.__.__	stage	.L	1.26394153507114	0.283027980613463	63	61	3.94114474322809e-05	0.00113125450963029
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Alteromonadaceae.g__Aestuariibacter.s__Aestuariibacter_aggregatus	stage	.L	0.580840946536914	0.130557403600487	63	63	4.2433696524666e-05	0.00120315054170547
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Colwelliaceae.g__Thalassotalea.s__Thalassotalea_ganghwensis	stage	.Q	-1.36321818648873	0.308659773707605	63	50	4.8619460707526e-05	0.00136193067644576
d__Bacteria.p__Firmicutes.c__Bacilli.o__Staphylococcales.f__Staphylococcaceae.g__Staphylococcus.__	stage	.L	-1.65803900437765	0.377520914797384	63	62	4.93586632772683e-05	0.00136617728713868
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Parvibaculales.f__PS1_clade.g__PS1_clade.s__uncultured_Alphaproteobacteria	stage	.L	-1.43251276727029	0.327091853196431	63	21	5.30472006412422e-05	0.00145099695871633
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Nitrincolaceae.g__Marinobacterium.s__Marinobacterium_jannaschii	stage	.L	-0.935840389022896	0.2122713061787	63	38	5.73025773627612e-05	0.00154916851591186
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiaceae.g__Allorhizobium.Neorhizobium.Pararhizobium.Rhizobium.__	stage	.L	-1.80668110664501	0.412546702847248	63	50	6.00594543285709e-05	0.00160503714153939
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Nitrosococcales.f__Methylophagaceae.g__Marine_Methylotrophic_Group_3.__	stage	.L	0.947534118236965	0.218694818143309	63	18	6.46571017717028e-05	0.0017082700184001
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Comamonadaceae.__.__	stage	.L	-1.58829344072527	0.371060535144175	63	25	7.22284871078046e-05	0.00188686778118703
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Ectothiorhodospirales.f__Ectothiorhodospiraceae.g__uncultured.s__uncultured_marine	stage	.L	-1.77691373319984	0.42198169083169	63	44	9.13917234603995e-05	0.00233500831918054
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Comamonadaceae.g__Comamonas.__	stage	.L	-1.00801040518959	0.239244145639729	63	13	9.06446026059663e-05	0.00233500831918054
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Idiomarinaceae.g__Idiomarina.__	leachate	.Q	1.31989070437184	0.314087030176322	63	18	9.95392721942519e-05	0.00251553052012647
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.__.__	stage	.L	-2.82927044735585	0.669980733858801	63	40	0.000109355043373581	0.00273387608433953
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__Dokdonia.__	stage	.L	1.33771895874714	0.319650775528787	63	38	0.000112769331058801	0.00278924143310331
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Pseudoalteromonadaceae.g__Psychrosphaera.s__uncultured_bacterium	stage	.L	1.6145127054044	0.386776687962396	63	53	0.000116156064311974	0.00284276683710883
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Paracoccus.__	stage	.L	-0.947926616578747	0.22857950047965	63	63	0.000122569744388353	0.00296848599690543
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__Tenacibaculum.s__Cytophaga_sp.	stage	.L	0.961394218400082	0.236397564699736	63	46	0.000176590434468927	0.00423270886742532
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Saccharospirillaceae.g__Litoribacillus.s__Litoribacillus_peritrichatus	leachate	.C	-1.61194298406695	0.398035328332842	63	19	0.000181386931211663	0.00430331239864404
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Cyclobacteriaceae.g__uncultured.s__uncultured_marine	stage	.L	-0.941952390603459	0.235542038883131	63	15	0.000190341068511354	0.00447013115443331
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiaceae.g__Mesorhizobium.__	stage	.L	-1.09153043789693	0.275431012900162	63	10	0.000208486659526549	0.00484731483399227
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Cellvibrionales.f__Cellvibrionaceae.g__Pseudoteredinibacter.s__uncultured_bacterium	stage	.L	1.18547749217314	0.30121170881971	63	41	0.000245267478022254	0.00564600877625486
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Alteromonadaceae.g__Alteromonas.__	stage	.Q	-0.461770308861919	0.118868488436035	63	63	0.00031647924923669	0.00721386523995395
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Colwelliaceae.g__Thalassotalea.s__Thalassotalea_coralli	stage	.L	1.11034343487018	0.290522158654137	63	15	0.000350399583007716	0.00790950515041689
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Nautella.__	leachate	.L	-0.619521164537766	0.165489942913325	63	63	0.000438599134914984	0.00980522104497441
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Nitrosococcales.f__Methylophagaceae.g__Marine_Methylotrophic_Group_3.s__uncultured_bacterium	stage	.L	1.48933563739048	0.399304093248396	63	44	0.000495054024793592	0.010961910549001
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Thalassobius.__	leachate	.L	-0.63904721579271	0.172451415970047	63	61	0.000536482340837969	0.0117671834193234
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.__.__	stage	.L	-1.38699088580644	0.378107242961222	63	21	0.000546928660552986	0.0118841975307074
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__Pseudofulvibacter.__	stage	.L	0.819399722654775	0.223251584086615	63	13	0.000553483484427656	0.0119152694564287
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Alteromonadaceae.g__Alteromonas.__	stage	.L	-0.445918381670949	0.121692745180399	63	63	0.000623116395290307	0.0132912442114676
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Alteromonadaceae.__.__	stage	.Q	-0.3863555781244	0.106871321335743	63	63	0.000717268147094173	0.0151604403817632
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Alteromonadaceae.g__uncultured.__	leachate	.C	-1.43358017738845	0.402114452086382	63	17	0.000744337353877369	0.0155908499798638
d__Bacteria.p__Campilobacterota.c__Campylobacteria.o__Campylobacterales.f__Arcobacteraceae.g__Malaciobacter.s__uncultured_bacterium	leachate	.L	-0.724184575802561	0.204000969942824	63	63	0.000820940544344694	0.0170418461214412
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Halomonas.__	leachate	.Q	1.63299756741117	0.461990423969138	63	23	0.000838678757435457	0.0172560009826322
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Sphingobacteriales.f__Sphingobacteriaceae.g__Sphingobacterium.__	stage	.L	-1.88682026053823	0.534893129433875	63	35	0.000878963014583528	0.0179262193763746
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Alteromonadaceae.g__Aestuariibacter.__	leachate	.Q	-0.422215162859517	0.120849968685634	63	63	0.0009538978800769	0.0192853267059025
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Pseudoalteromonadaceae.g__Algicola.s__Algicola_bacteriolytica	stage	.L	0.944016589128786	0.269566082523588	63	63	0.000995797939013803	0.0199588811052335
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Flammeovirgaceae.g__Flammeovirga.__	stage	.Q	-1.13017204033379	0.326405367032191	63	13	0.00108632751775076	0.0215872775963292
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Nitrincolaceae.g__Amphritea.s__Amphritea_sp.	stage	.L	0.513999164127452	0.148987310366892	63	13	0.00110658633282684	0.0218035018967999
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Nitrincolaceae.g__Neptuniibacter.__	stage	.L	-0.674858128474973	0.194804308281132	63	62	0.00111720894306507	0.0218278217867755
